transport_id,order_row_id,carrier_name,tracking_number,shipment_status,dispatch_date,estimated_delivery_date,actual_delivery_date,delivery_cost,created_at
221,221,Fedex,TRK-00000221,Delivered,2016-12-26,2016-12-31,2016-12-31,17.14,2026-08-06 01:41:13.679294
222,222,Fedex,TRK-00000222,Delivered,2016-12-25,2016-12-30,2016-12-30,33.05,2026-08-06 01:41:13.679294
223,223,Fedex,TRK-00000223,Delivered,2016-12-25,2016-12-30,2016-12-30,38.84,2026-08-06 01:41:13.679294
224,224,Dhl,TRK-00000224,Delivered,2016-12-25,2016-12-28,2016-12-28,35.37,2026-08-06 01:41:13.679294
225,225,Blue Dart,TRK-00000225,Delivered,2016-12-25,2016-12-29,2016-12-29,46.58,2026-08-06 01:41:13.679294
226,226,Blue Dart,TRK-00000226,Delivered,2016-08-09,2016-08-14,2016-08-14,11.96,2026-08-06 01:41:13.679294
227,227,Delhivery,TRK-00000227,Delivered,2016-08-11,2016-08-15,2016-08-15,21.14,2026-08-06 01:41:13.679294
228,228,Ups,TRK-00000228,Delivered,2016-08-10,2016-08-13,2016-08-14,15.0,2026-08-06 01:41:13.679294
229,229,Xpressbees,TRK-00000229,Delivered,2016-02-29,2016-03-04,2016-03-04,35.54,2026-08-06 01:41:13.679294
230,230,Blue Dart,TRK-00000230,Delivered,2016-03-01,2016-03-05,2016-03-05,37.44,2026-08-06 01:41:13.679294
231,231,Ups,TRK-00000231,Delivered,2015-09-13,2015-09-16,2015-09-16,46.99,2026-08-06 01:41:13.679294
232,232,Blue Dart,TRK-00000232,Delivered,2018-04-08,2018-04-12,2018-04-12,28.37,2026-08-06 01:41:13.679294
233,233,Delhivery,TRK-00000233,Delivered,2018-04-07,2018-04-12,2018-04-12,19.99,2026-08-06 01:41:13.679294
234,234,Delhivery,TRK-00000234,In Transit,2018-04-08,2018-04-13,,20.51,2026-08-06 01:41:13.679294
235,235,Blue Dart,TRK-00000235,Delivered,2018-04-08,2018-04-12,2018-04-12,37.64,2026-08-06 01:41:13.679294
236,236,Delhivery,TRK-00000236,Delivered,2018-04-08,2018-04-12,2018-04-12,20.68,2026-08-06 01:41:13.679294
237,237,Dhl,TRK-00000237,In Transit,2018-11-13,2018-11-18,,47.92,2026-08-06 01:41:13.679294
238,238,Delhivery,TRK-00000238,Delivered,2017-06-04,2017-06-07,2017-06-08,27.54,2026-08-06 01:41:13.679294
239,239,Blue Dart,TRK-00000239,Delivered,2017-06-05,2017-06-09,2017-06-09,44.17,2026-08-06 01:41:13.679294
240,240,Xpressbees,TRK-00000240,Delivered,2017-06-06,2017-06-11,2017-06-11,42.47,2026-08-06 01:41:13.679294
241,241,Delhivery,TRK-00000241,Delivered,2017-06-06,2017-06-11,2017-06-11,45.18,2026-08-06 01:41:13.679294
242,242,Delhivery,TRK-00000242,Delivered,2017-06-04,2017-06-09,2017-06-10,47.55,2026-08-06 01:41:13.679294
243,243,Xpressbees,TRK-00000243,Delivered,2017-06-06,2017-06-10,2017-06-10,19.79,2026-08-06 01:41:13.679294
244,244,Ups,TRK-00000244,Delivered,2017-06-06,2017-06-10,2017-06-10,15.98,2026-08-06 01:41:13.679294
245,245,Blue Dart,TRK-00000245,Delivered,2015-06-03,2015-06-07,2015-06-07,12.13,2026-08-06 01:41:13.679294
246,246,Delhivery,TRK-00000246,Delivered,2015-06-01,2015-06-05,2015-06-05,30.29,2026-08-06 01:41:13.679294
247,247,Xpressbees,TRK-00000247,Delivered,2015-06-01,2015-06-04,2015-06-04,47.46,2026-08-06 01:41:13.679294
248,248,Delhivery,TRK-00000248,In Transit,2015-06-02,2015-06-06,,37.14,2026-08-06 01:41:13.679294
249,249,Dhl,TRK-00000249,Delivered,2015-06-03,2015-06-08,2015-06-08,44.1,2026-08-06 01:41:13.679294
250,250,Delhivery,TRK-00000250,Delivered,2017-12-10,2017-12-14,2017-12-14,19.93,2026-08-06 01:41:13.679294
251,251,Xpressbees,TRK-00000251,In Transit,2017-09-13,2017-09-16,,16.74,2026-08-06 01:41:13.679294
252,252,Ups,TRK-00000252,In Transit,2017-09-11,2017-09-14,,39.83,2026-08-06 01:41:13.679294
253,253,Delhivery,TRK-00000253,Delivered,2017-12-10,2017-12-14,2017-12-14,43.25,2026-08-06 01:41:13.679294
254,254,Ups,TRK-00000254,Delivered,2017-12-12,2017-12-16,2017-12-16,44.27,2026-08-06 01:41:13.679294
255,255,Fedex,TRK-00000255,Delivered,2016-11-29,2016-12-02,2016-12-02,32.29,2026-08-06 01:41:13.679294
256,256,Blue Dart,TRK-00000256,Delivered,2016-11-29,2016-12-04,2016-12-04,44.13,2026-08-06 01:41:13.679294
257,257,Fedex,TRK-00000257,In Transit,2016-11-30,2016-12-03,,26.74,2026-08-06 01:41:13.679294
258,258,Fedex,TRK-00000258,In Transit,2016-11-28,2016-12-02,,27.16,2026-08-06 01:41:13.679294
259,259,Ups,TRK-00000259,Delivered,2018-12-02,2018-12-06,2018-12-06,35.27,2026-08-06 01:41:13.679294
260,260,Fedex,TRK-00000260,Delivered,2018-12-01,2018-12-04,2018-12-04,24.36,2026-08-06 01:41:13.679294
261,261,Dhl,TRK-00000261,Delivered,2018-12-03,2018-12-08,2018-12-08,28.15,2026-08-06 01:41:13.679294
262,262,Blue Dart,TRK-00000262,Delivered,2018-06-10,2018-06-15,2018-06-15,36.91,2026-08-06 01:41:13.679294
263,263,Fedex,TRK-00000263,Delivered,2015-09-21,2015-09-24,2015-09-24,26.17,2026-08-06 01:41:13.679294
264,264,Delhivery,TRK-00000264,Delivered,2015-09-19,2015-09-22,2015-09-22,28.77,2026-08-06 01:41:13.679294
265,265,Dhl,TRK-00000265,Delivered,2017-06-06,2017-06-11,2017-06-11,29.07,2026-08-06 01:41:13.679294
266,266,Ups,TRK-00000266,Delivered,2016-11-12,2016-11-17,2016-11-17,17.27,2026-08-06 01:41:13.679294
267,267,Xpressbees,TRK-00000267,Delivered,2018-06-17,2018-06-22,2018-06-22,15.08,2026-08-06 01:41:13.679294
268,268,Ups,TRK-00000268,Delivered,2017-01-23,2017-01-28,2017-01-28,29.12,2026-08-06 01:41:13.679294
269,269,Dhl,TRK-00000269,Delivered,2018-12-09,2018-12-13,2018-12-13,36.64,2026-08-06 01:41:13.679294
270,270,Delhivery,TRK-00000270,Delivered,2018-12-11,2018-12-15,2018-12-15,43.78,2026-08-06 01:41:13.679294
271,271,Xpressbees,TRK-00000271,Delivered,2018-12-29,2019-01-01,2019-01-01,36.44,2026-08-06 01:41:13.679294
272,272,Blue Dart,TRK-00000272,Delivered,2016-07-31,2016-08-04,2016-08-04,24.36,2026-08-06 01:41:13.679294
273,273,Xpressbees,TRK-00000273,Delivered,2016-07-30,2016-08-03,2016-08-04,33.09,2026-08-06 01:41:13.679294
274,274,Dhl,TRK-00000274,Delivered,2016-08-01,2016-08-06,2016-08-06,47.55,2026-08-06 01:41:13.679294
275,275,Dhl,TRK-00000275,Delivered,2018-09-18,2018-09-21,2018-09-21,12.97,2026-08-06 01:41:13.679294
276,276,Xpressbees,TRK-00000276,Delivered,2018-09-17,2018-09-21,2018-09-22,44.11,2026-08-06 01:41:13.679294
277,277,Delhivery,TRK-00000277,Delivered,2018-10-13,2018-10-18,2018-10-18,33.45,2026-08-06 01:41:13.679294
278,278,Dhl,TRK-00000278,Delivered,2018-10-15,2018-10-20,2018-10-20,10.44,2026-08-06 01:41:13.679294
279,279,Ups,TRK-00000279,Delivered,2018-10-14,2018-10-19,2018-10-19,11.42,2026-08-06 01:41:13.679294
280,280,Dhl,TRK-00000280,Delivered,2018-10-14,2018-10-19,2018-10-19,24.16,2026-08-06 01:41:13.679294
281,281,Ups,TRK-00000281,Delivered,2016-09-26,2016-09-29,2016-09-29,18.97,2026-08-06 01:41:13.679294
282,282,Dhl,TRK-00000282,Delivered,2016-09-28,2016-10-02,2016-10-02,16.53,2026-08-06 01:41:13.679294
283,283,Xpressbees,TRK-00000283,Delivered,2016-11-02,2016-11-05,2016-11-05,34.03,2026-08-06 01:41:13.679294
284,284,Ups,TRK-00000284,Delivered,2016-09-26,2016-09-29,2016-09-29,48.42,2026-08-06 01:41:13.679294
285,285,Fedex,TRK-00000285,Delivered,2016-09-27,2016-10-02,2016-10-02,11.26,2026-08-06 01:41:13.679294
286,286,Dhl,TRK-00000286,Delivered,2016-09-26,2016-10-01,2016-10-01,34.13,2026-08-06 01:41:13.679294
287,287,Dhl,TRK-00000287,In Transit,2017-12-19,2017-12-24,,19.03,2026-08-06 01:41:13.679294
288,288,Ups,TRK-00000288,Delivered,2017-12-20,2017-12-23,2017-12-23,17.08,2026-08-06 01:41:13.679294
289,289,Ups,TRK-00000289,Delivered,2017-12-18,2017-12-21,2017-12-21,26.57,2026-08-06 01:41:13.679294
290,290,Blue Dart,TRK-00000290,Delivered,2017-11-21,2017-11-26,2017-11-26,45.71,2026-08-06 01:41:13.679294
291,291,Dhl,TRK-00000291,Delivered,2017-11-22,2017-11-25,2017-11-25,47.84,2026-08-06 01:41:13.679294
292,292,Delhivery,TRK-00000292,Delivered,2017-11-22,2017-11-26,2017-11-27,46.96,2026-08-06 01:41:13.679294
293,293,Fedex,TRK-00000293,Delivered,2017-11-20,2017-11-23,2017-11-23,14.33,2026-08-06 01:41:13.679294
294,294,Fedex,TRK-00000294,Delivered,2015-12-27,2015-12-31,2015-12-31,16.96,2026-08-06 01:41:13.679294
295,295,Dhl,TRK-00000295,Delivered,2015-12-28,2016-01-02,2016-01-02,11.39,2026-08-06 01:41:13.679294
296,296,Xpressbees,TRK-00000296,Delivered,2015-12-28,2016-01-01,2016-01-02,40.05,2026-08-06 01:41:13.679294
297,297,Blue Dart,TRK-00000297,Delivered,2015-12-26,2015-12-29,2015-12-29,44.11,2026-08-06 01:41:13.679294
298,298,Blue Dart,TRK-00000298,Delivered,2015-12-27,2016-01-01,2016-01-01,43.23,2026-08-06 01:41:13.679294
299,299,Xpressbees,TRK-00000299,Delivered,2017-10-30,2017-11-04,2017-11-04,20.04,2026-08-06 01:41:13.679294
300,300,Xpressbees,TRK-00000300,Delivered,2017-10-29,2017-11-03,2017-11-04,31.51,2026-08-06 01:41:13.679294
301,301,Blue Dart,TRK-00000301,Delivered,2017-10-30,2017-11-03,2017-11-03,45.93,2026-08-06 01:41:13.679294
302,302,Delhivery,TRK-00000302,In Transit,2017-10-30,2017-11-04,,21.55,2026-08-06 01:41:13.679294
303,303,Ups,TRK-00000303,Delivered,2017-10-30,2017-11-02,2017-11-02,47.54,2026-08-06 01:41:13.679294
304,304,Xpressbees,TRK-00000304,Delivered,2018-11-20,2018-11-23,2018-11-23,14.74,2026-08-06 01:41:13.679294
305,305,Xpressbees,TRK-00000305,Delivered,2016-05-05,2016-05-10,2016-05-10,24.51,2026-08-06 01:41:13.679294
306,306,Blue Dart,TRK-00000306,Delivered,2015-12-30,2016-01-03,2016-01-03,37.61,2026-08-06 01:41:13.679294
307,307,Delhivery,TRK-00000307,Delivered,2015-06-03,2015-06-06,2015-06-07,49.54,2026-08-06 01:41:13.679294
308,308,Blue Dart,TRK-00000308,Delivered,2015-06-02,2015-06-06,2015-06-06,30.27,2026-08-06 01:41:13.679294
309,309,Ups,TRK-00000309,In Transit,2018-04-16,2018-04-20,,42.33,2026-08-06 01:41:13.679294
310,310,Delhivery,TRK-00000310,Delivered,2017-09-12,2017-09-17,2017-09-17,28.72,2026-08-06 01:41:13.679294
311,311,Blue Dart,TRK-00000311,Delivered,2017-09-13,2017-09-16,2017-09-16,27.43,2026-08-06 01:41:13.679294
312,312,Delhivery,TRK-00000312,Delivered,2017-09-14,2017-09-19,2017-09-19,42.98,2026-08-06 01:41:13.679294
313,313,Delhivery,TRK-00000313,Delivered,2017-09-12,2017-09-16,2017-09-17,37.5,2026-08-06 01:41:13.679294
314,314,Fedex,TRK-00000314,In Transit,2015-09-27,2015-09-30,,27.03,2026-08-06 01:41:13.679294
315,315,Delhivery,TRK-00000315,Delivered,2015-08-10,2015-08-14,2015-08-14,23.25,2026-08-06 01:41:13.679294
316,316,Blue Dart,TRK-00000316,Delivered,2015-08-09,2015-08-12,2015-08-12,19.85,2026-08-06 01:41:13.679294
317,317,Dhl,TRK-00000317,Delivered,2015-12-28,2015-12-31,2015-12-31,46.06,2026-08-06 01:41:13.679294
318,318,Xpressbees,TRK-00000318,Delivered,2015-11-06,2015-11-09,2015-11-09,37.01,2026-08-06 01:41:13.679294
319,319,Xpressbees,TRK-00000319,Delivered,2015-11-06,2015-11-09,2015-11-09,19.89,2026-08-06 01:41:13.679294
320,320,Fedex,TRK-00000320,Delivered,2015-11-05,2015-11-09,2015-11-09,36.5,2026-08-06 01:41:13.679294
321,321,Fedex,TRK-00000321,Delivered,2015-11-05,2015-11-08,2015-11-08,35.12,2026-08-06 01:41:13.679294
322,322,Xpressbees,TRK-00000322,In Transit,2015-11-06,2015-11-09,,29.27,2026-08-06 01:41:13.679294
323,323,Delhivery,TRK-00000323,Delivered,2015-09-19,2015-09-23,2015-09-23,17.34,2026-08-06 01:41:13.679294
324,324,Blue Dart,TRK-00000324,Delivered,2017-04-24,2017-04-29,2017-04-29,49.36,2026-08-06 01:41:13.679294
325,325,Ups,TRK-00000325,Delivered,2017-04-24,2017-04-27,2017-04-27,39.01,2026-08-06 01:41:13.679294
326,326,Blue Dart,TRK-00000326,Delivered,2018-11-05,2018-11-09,2018-11-09,33.06,2026-08-06 01:41:13.679294
327,327,Delhivery,TRK-00000327,Delivered,2017-09-01,2017-09-04,2017-09-04,44.43,2026-08-06 01:41:13.679294
328,328,Blue Dart,TRK-00000328,Delivered,2017-08-30,2017-09-02,2017-09-02,24.94,2026-08-06 01:41:13.679294
329,329,Dhl,TRK-00000329,Delivered,2017-09-01,2017-09-05,2017-09-06,34.58,2026-08-06 01:41:13.679294
330,330,Delhivery,TRK-00000330,Delivered,2017-08-30,2017-09-03,2017-09-03,44.53,2026-08-06 01:41:13.679294
331,331,Fedex,TRK-00000331,Delivered,2017-08-31,2017-09-05,2017-09-05,49.49,2026-08-06 01:41:13.679294
332,332,Dhl,TRK-00000332,Delivered,2017-04-27,2017-05-02,2017-05-02,19.31,2026-08-06 01:41:13.679294
333,333,Dhl,TRK-00000333,Delivered,2017-04-27,2017-05-01,2017-05-02,29.31,2026-08-06 01:41:13.679294
334,334,Xpressbees,TRK-00000334,Delivered,2017-04-27,2017-04-30,2017-04-30,28.56,2026-08-06 01:41:13.679294
335,335,Xpressbees,TRK-00000335,Delivered,2016-09-01,2016-09-04,2016-09-04,39.48,2026-08-06 01:41:13.679294
336,336,Delhivery,TRK-00000336,Delivered,2016-09-03,2016-09-06,2016-09-06,21.1,2026-08-06 01:41:13.679294
337,337,Dhl,TRK-00000337,Delivered,2016-09-03,2016-09-06,2016-09-06,34.85,2026-08-06 01:41:13.679294
338,338,Blue Dart,TRK-00000338,Delivered,2015-07-14,2015-07-17,2015-07-17,29.97,2026-08-06 01:41:13.679294
339,339,Xpressbees,TRK-00000339,Delivered,2015-07-14,2015-07-19,2015-07-19,11.07,2026-08-06 01:41:13.679294
340,340,Blue Dart,TRK-00000340,In Transit,2016-06-22,2016-06-27,,31.43,2026-08-06 01:41:13.679294
341,341,Blue Dart,TRK-00000341,Delivered,2015-04-15,2015-04-18,2015-04-18,23.31,2026-08-06 01:41:13.679294
342,342,Blue Dart,TRK-00000342,Delivered,2015-04-15,2015-04-20,2015-04-20,19.07,2026-08-06 01:41:13.679294
343,343,Delhivery,TRK-00000343,Delivered,2015-04-15,2015-04-18,2015-04-18,25.08,2026-08-06 01:41:13.679294
344,344,Blue Dart,TRK-00000344,Delivered,2015-04-13,2015-04-16,2015-04-16,21.73,2026-08-06 01:41:13.679294
345,345,Fedex,TRK-00000345,Delivered,2016-12-20,2016-12-25,2016-12-26,33.27,2026-08-06 01:41:13.679294
346,346,Xpressbees,TRK-00000346,Delivered,2018-06-16,2018-06-21,2018-06-21,33.12,2026-08-06 01:41:13.679294
347,347,Xpressbees,TRK-00000347,Delivered,2018-07-10,2018-07-13,2018-07-13,38.78,2026-08-06 01:41:13.679294
348,348,Xpressbees,TRK-00000348,Delivered,2018-07-10,2018-07-14,2018-07-14,10.91,2026-08-06 01:41:13.679294
349,349,Ups,TRK-00000349,Delivered,2018-07-10,2018-07-13,2018-07-14,43.02,2026-08-06 01:41:13.679294
350,350,Ups,TRK-00000350,Delivered,2017-09-03,2017-09-07,2017-09-07,19.05,2026-08-06 01:41:13.679294
351,351,Ups,TRK-00000351,Delivered,2017-09-03,2017-09-08,2017-09-08,48.63,2026-08-06 01:41:13.679294
352,352,Ups,TRK-00000352,Delivered,2017-09-01,2017-09-05,2017-09-06,20.61,2026-08-06 01:41:13.679294
353,353,Ups,TRK-00000353,In Transit,2017-09-01,2017-09-06,,27.65,2026-08-06 01:41:13.679294
354,354,Delhivery,TRK-00000354,In Transit,2017-09-01,2017-09-05,,40.42,2026-08-06 01:41:13.679294
355,355,Xpressbees,TRK-00000355,Delivered,2017-04-10,2017-04-14,2017-04-14,10.69,2026-08-06 01:41:13.679294
356,356,Xpressbees,TRK-00000356,Delivered,2017-04-10,2017-04-14,2017-04-15,41.66,2026-08-06 01:41:13.679294
357,357,Xpressbees,TRK-00000357,In Transit,2017-04-09,2017-04-12,,22.78,2026-08-06 01:41:13.679294
358,358,Fedex,TRK-00000358,Delivered,2017-04-08,2017-04-13,2017-04-13,19.72,2026-08-06 01:41:13.679294
359,359,Fedex,TRK-00000359,In Transit,2017-04-23,2017-04-28,,30.83,2026-08-06 01:41:13.679294
360,360,Xpressbees,TRK-00000360,In Transit,2018-03-09,2018-03-12,,32.36,2026-08-06 01:41:13.679294
361,361,Delhivery,TRK-00000361,Delivered,2018-03-10,2018-03-15,2018-03-15,48.86,2026-08-06 01:41:13.679294
362,362,Delhivery,TRK-00000362,Delivered,2018-09-26,2018-09-29,2018-09-29,25.94,2026-08-06 01:41:13.679294
363,363,Xpressbees,TRK-00000363,Delivered,2018-09-27,2018-09-30,2018-09-30,13.49,2026-08-06 01:41:13.679294
364,364,Fedex,TRK-00000364,Delivered,2018-09-25,2018-09-30,2018-09-30,17.02,2026-08-06 01:41:13.679294
365,365,Blue Dart,TRK-00000365,Delivered,2018-09-25,2018-09-30,2018-09-30,45.32,2026-08-06 01:41:13.679294
366,366,Ups,TRK-00000366,In Transit,2015-09-25,2015-09-29,,10.53,2026-08-06 01:41:13.679294
367,367,Delhivery,TRK-00000367,Delivered,2017-10-21,2017-10-26,2017-10-26,49.29,2026-08-06 01:41:13.679294
368,368,Dhl,TRK-00000368,Delivered,2017-10-23,2017-10-27,2017-10-27,34.33,2026-08-06 01:41:13.679294
369,369,Blue Dart,TRK-00000369,Delivered,2017-10-23,2017-10-27,2017-10-27,42.8,2026-08-06 01:41:13.679294
370,370,Blue Dart,TRK-00000370,In Transit,2017-10-21,2017-10-25,,16.3,2026-08-06 01:41:13.679294
371,371,Ups,TRK-00000371,Delivered,2018-05-30,2018-06-04,2018-06-04,46.24,2026-08-06 01:41:13.679294
372,372,Fedex,TRK-00000372,Delivered,2018-05-31,2018-06-05,2018-06-05,38.51,2026-08-06 01:41:13.679294
373,373,Ups,TRK-00000373,Delivered,2015-07-23,2015-07-27,2015-07-27,24.17,2026-08-06 01:41:13.679294
374,374,Blue Dart,TRK-00000374,Delivered,2015-07-24,2015-07-29,2015-07-29,31.7,2026-08-06 01:41:13.679294
375,375,Dhl,TRK-00000375,Delivered,2015-07-25,2015-07-29,2015-07-30,34.63,2026-08-06 01:41:13.679294
376,376,Fedex,TRK-00000376,Delivered,2015-07-23,2015-07-26,2015-07-26,39.32,2026-08-06 01:41:13.679294
377,377,Ups,TRK-00000377,Delivered,2017-09-29,2017-10-03,2017-10-03,15.3,2026-08-06 01:41:13.679294
378,378,Blue Dart,TRK-00000378,Delivered,2018-08-29,2018-09-02,2018-09-02,40.13,2026-08-06 01:41:13.679294
379,379,Blue Dart,TRK-00000379,Delivered,2016-04-28,2016-05-02,2016-05-02,20.37,2026-08-06 01:41:13.679294
380,380,Delhivery,TRK-00000380,Delivered,2016-04-28,2016-05-03,2016-05-03,38.26,2026-08-06 01:41:13.679294
381,381,Ups,TRK-00000381,Delivered,2016-04-28,2016-05-02,2016-05-02,17.73,2026-08-06 01:41:13.679294
382,382,Delhivery,TRK-00000382,Delivered,2017-10-29,2017-11-03,2017-11-03,43.27,2026-08-06 01:41:13.679294
383,383,Dhl,TRK-00000383,Delivered,2017-10-28,2017-10-31,2017-10-31,13.54,2026-08-06 01:41:13.679294
384,384,Ups,TRK-00000384,Delivered,2016-06-26,2016-07-01,2016-07-02,26.3,2026-08-06 01:41:13.679294
385,385,Dhl,TRK-00000385,In Transit,2016-11-27,2016-11-30,,35.01,2026-08-06 01:41:13.679294
386,386,Blue Dart,TRK-00000386,Delivered,2016-11-29,2016-12-04,2016-12-04,45.45,2026-08-06 01:41:13.679294
387,387,Xpressbees,TRK-00000387,Delivered,2016-12-03,2016-12-06,2016-12-06,15.02,2026-08-06 01:41:13.679294
388,388,Dhl,TRK-00000388,Delivered,2016-12-05,2016-12-09,2016-12-09,46.77,2026-08-06 01:41:13.679294
389,389,Delhivery,TRK-00000389,Delivered,2015-11-26,2015-11-30,2015-11-30,36.73,2026-08-06 01:41:13.679294
390,390,Dhl,TRK-00000390,Delivered,2018-12-11,2018-12-16,2018-12-16,25.83,2026-08-06 01:41:13.679294
391,391,Delhivery,TRK-00000391,Delivered,2018-12-11,2018-12-14,2018-12-15,16.27,2026-08-06 01:41:13.679294
392,392,Delhivery,TRK-00000392,Delivered,2015-09-22,2015-09-26,2015-09-26,13.07,2026-08-06 01:41:13.679294
393,393,Fedex,TRK-00000393,Delivered,2015-09-22,2015-09-26,2015-09-27,13.69,2026-08-06 01:41:13.679294
394,394,Xpressbees,TRK-00000394,Delivered,2015-06-07,2015-06-11,2015-06-11,14.02,2026-08-06 01:41:13.679294
395,395,Dhl,TRK-00000395,Delivered,2018-07-02,2018-07-06,2018-07-06,23.82,2026-08-06 01:41:13.679294
396,396,Delhivery,TRK-00000396,Delivered,2018-10-19,2018-10-22,2018-10-22,10.6,2026-08-06 01:41:13.679294
397,397,Blue Dart,TRK-00000397,Delivered,2018-10-19,2018-10-22,2018-10-22,45.88,2026-08-06 01:41:13.679294
398,398,Fedex,TRK-00000398,Delivered,2016-11-02,2016-11-07,2016-11-07,16.9,2026-08-06 01:41:13.679294
399,399,Ups,TRK-00000399,Delivered,2017-09-10,2017-09-13,2017-09-13,32.84,2026-08-06 01:41:13.679294
400,400,Ups,TRK-00000400,Delivered,2017-09-09,2017-09-13,2017-09-13,27.9,2026-08-06 01:41:13.679294
401,401,Delhivery,TRK-00000401,Delivered,2017-09-09,2017-09-13,2017-09-13,14.33,2026-08-06 01:41:13.679294
402,402,Blue Dart,TRK-00000402,Delivered,2017-09-09,2017-09-14,2017-09-14,11.75,2026-08-06 01:41:13.679294
403,403,Xpressbees,TRK-00000403,Delivered,2015-12-26,2015-12-30,2015-12-30,18.34,2026-08-06 01:41:13.679294
404,404,Dhl,TRK-00000404,Delivered,2015-04-18,2015-04-21,2015-04-21,38.06,2026-08-06 01:41:13.679294
405,405,Blue Dart,TRK-00000405,Delivered,2018-12-26,2018-12-30,2018-12-30,28.1,2026-08-06 01:41:13.679294
406,406,Dhl,TRK-00000406,Delivered,2018-12-10,2018-12-14,2018-12-14,11.86,2026-08-06 01:41:13.679294
407,407,Blue Dart,TRK-00000407,Delivered,2018-12-08,2018-12-13,2018-12-13,16.79,2026-08-06 01:41:13.679294
408,408,Ups,TRK-00000408,Delivered,2018-12-09,2018-12-12,2018-12-12,37.66,2026-08-06 01:41:13.679294
409,409,Xpressbees,TRK-00000409,Delivered,2018-12-09,2018-12-13,2018-12-14,15.04,2026-08-06 01:41:13.679294
410,410,Ups,TRK-00000410,Delivered,2018-12-09,2018-12-12,2018-12-12,38.77,2026-08-06 01:41:13.679294
411,411,Ups,TRK-00000411,Delivered,2018-12-10,2018-12-15,2018-12-15,31.75,2026-08-06 01:41:13.679294
412,412,Dhl,TRK-00000412,Delivered,2018-12-08,2018-12-11,2018-12-11,42.19,2026-08-06 01:41:13.679294
413,413,Ups,TRK-00000413,In Transit,2018-12-10,2018-12-15,,32.78,2026-08-06 01:41:13.679294
414,414,Ups,TRK-00000414,Delivered,2018-12-10,2018-12-15,2018-12-15,40.3,2026-08-06 01:41:13.679294
415,415,Ups,TRK-00000415,Delivered,2018-11-04,2018-11-09,2018-11-09,47.03,2026-08-06 01:41:13.679294
416,416,Xpressbees,TRK-00000416,Delivered,2018-11-04,2018-11-09,2018-11-10,31.52,2026-08-06 01:41:13.679294
417,417,Dhl,TRK-00000417,Delivered,2018-06-25,2018-06-30,2018-06-30,11.68,2026-08-06 01:41:13.679294
418,418,Xpressbees,TRK-00000418,Delivered,2017-04-14,2017-04-18,2017-04-18,48.18,2026-08-06 01:41:13.679294
419,419,Fedex,TRK-00000419,In Transit,2018-11-06,2018-11-11,,26.07,2026-08-06 01:41:13.679294
420,420,Dhl,TRK-00000420,Delivered,2018-03-04,2018-03-08,2018-03-08,26.04,2026-08-06 01:41:13.679294
421,421,Dhl,TRK-00000421,Delivered,2018-03-04,2018-03-07,2018-03-07,17.73,2026-08-06 01:41:13.679294
422,422,Dhl,TRK-00000422,Delivered,2015-06-22,2015-06-25,2015-06-25,23.28,2026-08-06 01:41:13.679294
423,423,Dhl,TRK-00000423,Delivered,2018-10-20,2018-10-23,2018-10-23,24.45,2026-08-06 01:41:13.679294
424,424,Fedex,TRK-00000424,In Transit,2018-10-21,2018-10-24,,44.81,2026-08-06 01:41:13.679294
425,425,Blue Dart,TRK-00000425,Delivered,2018-08-22,2018-08-27,2018-08-27,31.57,2026-08-06 01:41:13.679294
426,426,Ups,TRK-00000426,Delivered,2018-11-25,2018-11-30,2018-11-30,18.07,2026-08-06 01:41:13.679294
427,427,Blue Dart,TRK-00000427,Delivered,2018-11-23,2018-11-26,2018-11-26,17.62,2026-08-06 01:41:13.679294
428,428,Blue Dart,TRK-00000428,Delivered,2015-09-12,2015-09-16,2015-09-16,28.47,2026-08-06 01:41:13.679294
429,429,Ups,TRK-00000429,Delivered,2018-10-02,2018-10-05,2018-10-05,12.05,2026-08-06 01:41:13.679294
430,430,Ups,TRK-00000430,Delivered,2017-04-16,2017-04-20,2017-04-20,23.35,2026-08-06 01:41:13.679294
431,431,Xpressbees,TRK-00000431,Delivered,2017-04-15,2017-04-18,2017-04-18,32.8,2026-08-06 01:41:13.679294
432,432,Fedex,TRK-00000432,Delivered,2017-04-15,2017-04-19,2017-04-19,29.75,2026-08-06 01:41:13.679294
433,433,Xpressbees,TRK-00000433,Delivered,2017-04-17,2017-04-21,2017-04-21,43.38,2026-08-06 01:41:13.679294
434,434,Ups,TRK-00000434,Delivered,2017-06-07,2017-06-10,2017-06-11,49.47,2026-08-06 01:41:13.679294
435,435,Fedex,TRK-00000435,Delivered,2015-12-19,2015-12-24,2015-12-24,38.44,2026-08-06 01:41:13.679294
436,436,Blue Dart,TRK-00000436,Delivered,2015-12-20,2015-12-24,2015-12-24,49.16,2026-08-06 01:41:13.679294
